Synonym	Gene	baseMean	Ketamine log2FC	Ketamine stat	Ketamine padj	Ketamine log10FC	Propofol log2FC	Propofol stat	Propofol padj	Propofol log10FC
VK055_3849	sspA	77.41057690791371	-2.9902675518032207	-4.76793519014905	0.000107615650879752	-0.9001602281534672	-2.342532081	-3.7967514510000004	0.004952104000000001	-0.7051724221861668
VK055_3852	gltD	86.90573900413521	-10.323859407374199	-7.4387550501309505	8.46242867848112e-11	-3.1077913526374066	-10.33831593	-7.449171552999999	6.93e-11	-3.112143199580768
VK055_3853	-	423.441913678621	-10.160819449899499	-10.373549059442	1.36190087117747e-21	-3.058711434945742	-7.009499375	-12.01814207	1.26e-29	-2.1100695664629288
VK055_3872	yrbF	35.9559888312034	-8.07314207669872	-5.45848554739069	4.25346061364917e-06	-2.4302579243433198	-7.167883842	-5.313429469	1.01e-05	-2.157748041877181
VK055_3873	yrbE	54.9614556286215	-5.4164210278255	-5.88580923307716	4.85002970844379e-07	-1.6305051985206067	-6.0002728329999995	-6.16667602	1.4e-07	-1.806262104900694
VK055_3874	yrbD	37.049076560286295	-5.316071119499361	-4.01262890095527	0.00235823232450551	-1.6002968660523083	-4.598358413	-3.591475253	0.009214426999999999	-1.3842438131268213
VK055_3875	yrbC	92.2088359267782	-4.22221774790931	-4.660259005447281	0.000172990030958475	-1.271014190345524	-5.156002813	-5.5239022879999995	3.93e-06	-1.5521115044408649
VK055_4011	uppP	53.586877144424705	-3.8202720910943198	-3.7856024571666604	0.00505583009854824	-1.1500164910173514	-4.365337425	-4.255155743	0.001015822	-1.3140975061195648
VK055_4025	tolC	49.940969035063496	-8.55587118857191	-5.94561831854918	3.81597943909765e-07	-2.5755738667973835	-8.570327707	-5.955664396	4.25e-07	-2.5799257124771082
VK055_4294	recC	28.935995379670402	-7.74784935185313	-4.86947005581263	7.25436736826968e-05	-2.3323350567935273	-5.974969451000001	-4.575770449	0.000295709	-1.7986450279269504
VK055_4504	emrR	42.8478444470221	-6.812326918504209	-5.629303686155129	1.93140334604705e-06	-2.0507147427389443	-5.040963272	-5.118619313	2.3899999999999998e-05	-1.5174811519124485
VK055_4578	-	45.136159966068604	-9.37862831162237	-6.308964808209339	5.84709952687518e-08	-2.823248439981773	-9.393084829	-6.318689647999999	6.48e-08	-2.8276002853452775
VK055_4579	pheA	29.6117545841248	-8.77048554196141	-5.519989235824981	3.21261950602038e-06	-2.6401792246676528	-8.784942057	-5.5290879120000005	3.93e-06	-2.6445310693270363
VK055_4601	nadB	160.410089581713	-2.94877173175676	-3.3281534193115	0.0190396345712442	-0.8876687416248078	-3.629787745	-4.073707236000001	0.002027204	-1.0926749891385221
VK055_4619	purL	135.172426313603	-8.49870023292121	-7.7007635075364105	1.8768970226646302e-11	-2.558363694265748	-8.030417063	-7.9478033560000005	2.26e-12	-2.4173964136548505
VK055_4658	yfgL	34.4992068665324	-8.015239625513429	-5.31312786238907	8.97204519324019e-06	-2.412827549714078	-7.200534345	-5.124469039	2.36e-05	-2.1675768226536976
VK055_4685	purN	32.0605405967405	-5.3907973025991	-3.76004250005724	0.0054471979385098705	-1.6227916886268086	-5.4883055910000005	-3.8078425510000002	0.0048462209999999995	-1.6521446082613338
VK055_4686	purM	51.52561010776589	-9.5696087332152	-6.5131275240417095	1.9634130182140602e-08	-2.880739275465768	-9.584065251	-6.522966707999999	2.0299999999999996e-08	-2.885091120951843
